"","id","status_group"
"1182",71302,"non functional"
"1183",11549,"non functional"
"1184",5116,"non functional"
"1185",66603,"functional"
"1186",20685,"non functional"
"1187",44654,"non functional"
"1188",65214,"functional"
"1189",19542,"non functional"
"1190",20122,"non functional"
"1191",15760,"functional"
"1192",69542,"functional"
"1193",8263,"functional"
"1194",66753,"non functional"
"1195",64690,"non functional"
"1196",48178,"non functional"
"1197",55522,"functional"
"1198",38157,"functional"
"1199",44506,"non functional"
"1200",57174,"functional"
"1201",46378,"functional"
"1202",58390,"functional"
"1203",25232,"functional"
"1204",57258,"functional"
"1205",20382,"non functional"
"1206",26220,"non functional"
"1207",89,"non functional"
"1208",16438,"non functional"
"1209",11416,"non functional"
"1210",7221,"non functional"
"1211",20028,"functional"
"1212",59420,"functional"
"1213",32185,"functional needs repair"
"1214",9770,"non functional"
"1215",45510,"non functional"
"1216",14924,"non functional"
"1217",52979,"functional"
"1218",5291,"functional"
"1219",46549,"non functional"
"1220",45439,"non functional"
"1221",69379,"functional"
"1222",30775,"non functional"
"1223",40847,"non functional"
"1224",26627,"functional"
"1225",66498,"functional"
"1226",8465,"functional"
"1227",782,"non functional"
"1228",62372,"functional needs repair"
"1229",18829,"non functional"
"1230",67735,"non functional"
"1231",28909,"functional"
"1232",44269,"non functional"
"1233",5415,"functional"
"1234",5759,"non functional"
"1235",22936,"functional"
"1236",66423,"non functional"
"1237",38140,"non functional"
"1238",60313,"non functional"
"1239",10242,"non functional"
"1240",46865,"non functional"
"1241",5589,"non functional"
"1242",21141,"functional"
"1243",32361,"functional"
"1244",25692,"functional"
"1245",30213,"functional"
"1246",34176,"non functional"
"1247",18875,"non functional"
"1248",19102,"functional"
"1249",51699,"functional"
"1250",63993,"functional needs repair"
"1251",53761,"functional"
"1252",73367,"functional"
"1253",50957,"non functional"
"1254",23014,"non functional"
"1255",66976,"functional"
"1256",52436,"functional"
"1257",33848,"functional needs repair"
"1258",73056,"functional needs repair"
"1259",3402,"functional"
"1260",65763,"functional"
"1261",33725,"functional"
"1262",66518,"functional"
"1263",13536,"functional"
"1264",29378,"non functional"
"1265",27291,"non functional"
"1266",59249,"functional"
"1267",4841,"non functional"
"1268",14102,"functional"
"1269",37723,"non functional"
"1270",20279,"functional needs repair"
"1271",16855,"functional"
"1272",30106,"functional"
"1273",48019,"non functional"
"1274",48536,"non functional"
"1275",37967,"non functional"
"1276",3236,"non functional"
"1277",55345,"functional"
"1278",10355,"non functional"
"1279",41454,"functional"
"1280",1741,"functional"
"1281",63429,"non functional"
"1282",42642,"functional"
"1283",65474,"functional"
"1284",9937,"functional needs repair"
"1285",4821,"functional"
"1286",18787,"functional"
"1287",57556,"non functional"
"1288",57950,"non functional"
"1289",40320,"functional"
"1290",59704,"functional"
"1291",19257,"functional"
"1292",25248,"functional needs repair"
"1293",41336,"non functional"
"1294",20182,"non functional"
"1295",52629,"non functional"
"1296",7897,"non functional"
"1297",71021,"functional"
"1298",31727,"functional"
"1299",37557,"functional"
"1300",36547,"non functional"
"1301",53864,"non functional"
"1302",7229,"non functional"
"1303",13315,"non functional"
"1304",10465,"non functional"
"1305",32508,"non functional"
"1306",24543,"functional"
"1307",11916,"functional"
"1308",23866,"functional"
"1309",11191,"functional"
"1310",17596,"functional"
"1311",19273,"non functional"
"1312",43652,"functional"
"1313",68467,"functional"
"1314",48901,"functional"
"1315",64046,"functional needs repair"
"1316",33622,"functional"
"1317",68432,"functional"
"1318",62247,"functional needs repair"
"1319",50443,"non functional"
"1320",74236,"functional"
"1321",1347,"non functional"
"1322",55447,"non functional"
"1323",16362,"functional"
"1324",19344,"non functional"
"1325",4295,"functional"
"1326",22881,"non functional"
"1327",11010,"functional"
"1328",43140,"non functional"
"1329",49775,"functional"
"1330",34482,"non functional"
"1331",72330,"functional"
"1332",13625,"functional"
"1333",5309,"functional"
"1334",40563,"non functional"
"1335",50709,"functional"
"1336",2834,"non functional"
"1337",30624,"non functional"
"1338",55188,"non functional"
"1339",67538,"functional"
"1340",61508,"non functional"
"1341",39621,"functional"
"1342",12268,"functional"
"1343",55253,"functional"
"1344",58598,"functional needs repair"
"1345",17659,"non functional"
"1346",54610,"non functional"
"1347",57454,"functional"
"1348",60348,"non functional"
"1349",42980,"functional"
"1350",66722,"functional"
"1351",71813,"non functional"
"1352",44200,"non functional"
"1353",57826,"functional"
"1354",9521,"functional"
"1355",63061,"non functional"
"1356",12240,"functional"
"1357",7440,"functional"
"1358",63483,"functional"
"1359",21939,"functional"
"1360",36280,"functional"
"1361",6354,"functional"
"1362",46823,"non functional"
"1363",5250,"functional"
"1364",72255,"non functional"
"1365",2004,"functional"
"1366",2628,"functional"
"1367",66328,"functional"
"1368",11943,"functional"
"1369",44469,"non functional"
"1370",67908,"functional"
"1371",28644,"functional"
"1372",35405,"functional"
"1373",26072,"non functional"
"1374",12040,"functional"
"1375",73528,"non functional"
"1376",55925,"functional"
"1377",16166,"functional needs repair"
"1378",5813,"functional needs repair"
"1379",7866,"functional"
"1380",54862,"non functional"
"1381",48436,"non functional"
"1382",2756,"functional"
"1383",44054,"functional"
"1384",40419,"functional"
"1385",26897,"non functional"
"1386",8126,"functional"
"1387",42971,"functional"
"1388",66050,"functional"
"1389",29501,"functional"
"1390",37269,"functional"
"1391",45875,"functional"
"1392",51595,"functional"
"1393",8814,"functional"
"1394",30978,"functional"
"1395",27909,"non functional"
"1396",29078,"functional"
"1397",9452,"functional"
"1398",56080,"functional"
"1399",18193,"functional"
"1400",74098,"non functional"
"1401",50311,"functional"
"1402",46277,"functional"
"1403",43431,"functional"
"1404",60272,"functional"
"1405",59728,"functional"
"1406",36888,"functional"
"1407",39005,"functional"
"1408",46499,"non functional"
"1409",14652,"non functional"
"1410",40154,"functional"
"1411",26599,"functional"
"1412",43011,"functional needs repair"
"1413",43623,"functional"
"1414",25096,"non functional"
"1415",52622,"functional"
"1416",24803,"functional"
"1417",12449,"functional"
"1418",51193,"non functional"
"1419",63936,"non functional"
"1420",41724,"non functional"
"1421",17939,"functional"
"1422",19026,"functional"
"1423",61342,"functional"
"1424",70420,"functional needs repair"
"1425",32528,"non functional"
"1426",26603,"functional"
"1427",31672,"functional"
"1428",7856,"non functional"
"1429",59436,"non functional"
"1430",58058,"functional"
"1431",72595,"non functional"
"1432",32983,"functional"
"1433",49240,"non functional"
"1434",66996,"functional"
"1435",54975,"functional"
"1436",7302,"non functional"
"1437",3348,"functional"
"1438",65041,"functional"
"1439",35761,"non functional"
"1440",19244,"functional"
"1441",5163,"non functional"
"1442",24425,"functional"
"1443",53230,"non functional"
"1444",36453,"non functional"
"1445",31808,"functional"
"1446",50581,"non functional"
"1447",55387,"non functional"
"1448",404,"non functional"
"1449",26032,"functional"
"1450",18382,"functional"
"1451",70718,"functional"
"1452",22677,"non functional"
"1453",69253,"functional"
"1454",70361,"non functional"
"1455",55650,"functional"
"1456",66859,"functional"
"1457",36603,"functional"
"1458",58473,"non functional"
"1459",69847,"non functional"
"1460",21267,"non functional"
"1461",27607,"non functional"
"1462",59507,"non functional"
"1463",19091,"non functional"
"1464",53537,"functional"
"1465",2744,"functional"
"1466",6337,"functional"
"1467",52478,"non functional"
"1468",32103,"functional"
"1469",58963,"functional"
"1470",35230,"non functional"
"1471",12928,"functional"
"1472",56501,"functional"
"1473",51609,"non functional"
"1474",2711,"functional"
"1475",71889,"non functional"
"1476",1927,"non functional"
"1477",36380,"non functional"
"1478",69356,"non functional"
"1479",53371,"functional"
"1480",64719,"functional"
"1481",43725,"non functional"
"1482",23962,"functional"
"1483",30010,"functional"
"1484",53410,"functional needs repair"
"1485",39444,"non functional"
"1486",12696,"functional"
"1487",61141,"non functional"
"1488",61217,"functional"
"1489",17795,"functional"
"1490",38936,"functional"
"1491",21685,"non functional"
"1492",8575,"non functional"
"1493",43501,"non functional"
"1494",73746,"non functional"
"1495",31106,"non functional"
"1496",41574,"non functional"
"1497",12811,"functional"
"1498",6011,"functional"
"1499",50675,"functional"
"1500",54036,"functional"
"1501",2091,"functional"
"1502",38619,"functional"
"1503",69773,"non functional"
"1504",14437,"functional needs repair"
"1505",30131,"non functional"
"1506",66113,"non functional"
"1507",33224,"functional"
"1508",6854,"non functional"
"1509",55077,"functional"
"1510",54,"non functional"
"1511",40354,"non functional"
"1512",26185,"functional"
"1513",1737,"functional"
"1514",60194,"functional"
"1515",66346,"functional"
"1516",6711,"functional"
"1517",62749,"non functional"
"1518",8241,"functional"
"1519",50713,"non functional"
"1520",19318,"functional"
"1521",43831,"non functional"
"1522",2289,"non functional"
"1523",15846,"functional"
"1524",34312,"functional"
"1525",58337,"non functional"
"1526",34162,"non functional"
"1527",59560,"functional"
"1528",13831,"non functional"
"1529",30401,"functional needs repair"
"1530",27028,"functional"
"1531",55838,"functional"
"1532",71800,"functional"
"1533",42774,"functional"
"1534",15048,"non functional"
"1535",162,"non functional"
"1536",1073,"non functional"
"1537",12089,"functional"
"1538",12538,"functional"
"1539",31636,"functional"
"1540",33153,"non functional"
"1541",549,"non functional"
"1542",19015,"functional"
"1543",4392,"functional needs repair"
"1544",29192,"non functional"
"1545",63271,"non functional"
"1546",54980,"non functional"
"1547",30026,"functional needs repair"
"1548",63769,"functional"
"1549",11198,"non functional"
"1550",56074,"non functional"
"1551",46656,"non functional"
"1552",27049,"functional"
"1553",56939,"non functional"
"1554",5644,"functional"
"1555",24302,"functional"
"1556",33084,"non functional"
"1557",59428,"non functional"
"1558",73962,"non functional"
"1559",26797,"functional"
"1560",60330,"functional"
"1561",50388,"non functional"
"1562",42684,"non functional"
"1563",7064,"functional"
"1564",36602,"non functional"
"1565",70730,"non functional"
"1566",48449,"functional"
"1567",21602,"non functional"
"1568",61370,"non functional"
"1569",57990,"functional"
"1570",39211,"functional"
"1571",49973,"non functional"
"1572",36481,"non functional"
"1573",43968,"functional"
"1574",13358,"functional"
"1575",5280,"functional needs repair"
"1576",7548,"functional"
"1577",38693,"functional"
"1578",61575,"functional"
"1579",50509,"functional"
"1580",15627,"functional"
"1581",60226,"functional"
"1582",28167,"functional"
"1583",23803,"functional needs repair"
"1584",20008,"functional"
"1585",53910,"functional"
"1586",9718,"non functional"
"1587",28807,"non functional"
"1588",60543,"functional"
"1589",18127,"functional"
"1590",68633,"functional"
"1591",989,"functional needs repair"
"1592",30073,"non functional"
"1593",10053,"functional"
"1594",34493,"non functional"
"1595",13726,"non functional"
"1596",49121,"non functional"
"1597",28288,"functional"
"1598",62839,"non functional"
"1599",44381,"functional"
"1600",32975,"non functional"
"1601",60941,"functional"
"1602",66230,"functional"
"1603",27548,"non functional"
"1604",37655,"non functional"
"1605",62761,"non functional"
"1606",46358,"non functional"
"1607",73565,"functional"
"1608",14825,"non functional"
"1609",68158,"functional"
"1610",64247,"functional"
"1611",35247,"functional"
"1612",38862,"functional needs repair"
"1613",10418,"functional"
"1614",56227,"non functional"
"1615",20133,"functional"
"1616",57658,"functional needs repair"
"1617",64972,"functional"
"1618",5091,"functional"
"1619",27035,"functional"
"1620",70344,"non functional"
"1621",41163,"functional"
"1622",46676,"functional"
"1623",51121,"non functional"
"1624",18420,"functional"
"1625",37316,"functional needs repair"
"1626",49438,"non functional"
"1627",15551,"functional"
